Shipment_ID,Order_Date,Promised_Delivery_Date,Actual_Delivery_Date,Delay_Days,Delay_Status,On_Time_Flag,Origin_City,Origin_State,Origin_Region,Destination_City,Destination_State,Destination_Region,Route_ID,Distance_Miles,Warehouse_ID,Warehouse_City,Warehouse_State,Carrier,Ship_Mode,Product_Category,Product_Weight_kg,Order_Value,Shipping_Cost,Customer_Segment,Customer_ID,Weather_Condition,Traffic_Condition
SHP-2024-0384766,2024-08-03,2024-08-05,,,,,Phoenix,AZ,West,Philadelphia,PA,East,RT-0174,1904,WH-006,Seattle,WA,USPS,Air,Pharmaceuticals,100.11,928.21,260.25,B2B,CUST-01625,Rain,Low
SHP-2022-0256923,2022-06-01,2022-06-03,,,,,Chicago,IL,Central,Detroit,MI,Central,RT-0074,1610,WH-010,Phoenix,AZ,UPS,Express,Apparel,220.94,11691.0,142.33,B2C,CUST-01909,Clear,High
SHP-2023-0371186,2023-10-05,2023-10-12,,,,,New York,NY,East,Atlanta,GA,South,RT-0141,1642,WH-006,Seattle,WA,DHL,Ground,Food & Beverage,333.19,12501.06,73.32,B2C,CUST-05184,Fog,Medium
SHP-2023-0069400,2023-11-27,2023-12-01,,,,,Newark,NJ,East,Baltimore,MD,East,RT-0171,1184,WH-008,Houston,TX,UPS,Ground,Electronics,387.02,12334.22,47.89,Government,CUST-03113,Clear,Low
SHP-2023-0243120,2023-12-30,2024-01-05,,,,,Newark,NJ,East,Dallas,TX,South,RT-0142,716,WH-006,Seattle,WA,UPS,Ground,Industrial,346.47,10770.38,76.14,B2B,CUST-04124,Snow,High
SHP-2023-0264842,2023-11-05,2023-11-12,,,,,Chicago,IL,Central,San Francisco,CA,West,RT-0021,2828,WH-004,New York,NY,OnTrac,Ground,Food & Beverage,123.37,4342.38,30.69,B2B,CUST-03557,Fog,Low
SHP-2023-0189610,2023-03-13,2023-03-18,,,,,Philadelphia,PA,East,Los Angeles,CA,West,RT-0059,2285,WH-001,Chicago,IL,UPS,Standard,Electronics,494.9,6243.74,49.3,B2B,CUST-01270,Clear,High
SHP-2023-0291789,2023-05-11,2023-05-21,,,,,Los Angeles,CA,West,Detroit,MI,Central,RT-0087,1154,WH-008,Houston,TX,FedEx,Standard,Furniture,290.87,2367.3,29.67,Government,CUST-07424,Rain,Low
SHP-2024-0277342,2024-01-03,2024-01-08,,,,,New York,NY,East,Hartford,CT,East,RT-0159,677,WH-010,Phoenix,AZ,DHL,Ground,Furniture,463.25,1560.52,178.81,Government,CUST-02468,Clear,Medium
SHP-2023-0185406,2023-10-11,2023-10-12,,,,,Detroit,MI,Central,Portland,OR,West,RT-0193,2089,WH-002,Dallas,TX,UPS,Air,Apparel,28.58,1730.43,109.03,B2B,CUST-05000,Clear,High
SHP-2021-0187955,2021-04-18,2021-04-24,,,,,Columbus,OH,Central,Hartford,CT,East,RT-0129,198,WH-002,Dallas,TX,USPS,Ground,Apparel,412.7,10925.15,146.66,B2B,CUST-00787,Clear,Low
SHP-2022-0001299,2022-07-10,2022-07-15,,,,,Atlanta,GA,South,Indianapolis,IN,Central,RT-0129,1404,WH-007,Philadelphia,PA,DHL,Ground,Food & Beverage,309.52,8853.41,93.42,B2C,CUST-03856,Clear,Medium
SHP-2022-0255789,2022-01-16,2022-01-22,,,,,Columbus,OH,Central,Las Vegas,NV,West,RT-0023,795,WH-003,Los Angeles,CA,OnTrac,Ground,Furniture,410.19,5365.0,79.12,B2C,CUST-02586,Clear,High
SHP-2024-0078330,2024-11-01,2024-11-08,,,,,Los Angeles,CA,West,Detroit,MI,Central,RT-0142,162,WH-009,Minneapolis,MN,FedEx,Ground,Industrial,298.29,13899.61,129.54,B2B,CUST-06380,Snow,Medium
SHP-2023-0338141,2023-04-06,2023-04-15,,,,,Atlanta,GA,South,Portland,OR,West,RT-0145,2132,WH-010,Phoenix,AZ,FedEx,Standard,Food & Beverage,425.42,3303.96,52.2,B2B,CUST-04017,Clear,High
SHP-2023-0426832,2023-05-01,2023-05-03,,,,,Newark,NJ,East,Dallas,TX,South,RT-0189,231,WH-002,Dallas,TX,USPS,Air,Food & Beverage,405.59,920.54,364.76,B2B,CUST-05476,Rain,High
SHP-2021-0096594,2021-02-15,2021-02-17,,,,,Hartford,CT,East,Portland,OR,West,RT-0050,2886,WH-008,Houston,TX,FedEx,Air,Electronics,281.26,14271.87,306.81,B2B,CUST-04948,Clear,Medium
SHP-2021-0205448,2021-11-11,2021-11-15,,,,,Indianapolis,IN,Central,Nashville,TN,South,RT-0051,2962,WH-009,Minneapolis,MN,OnTrac,Ground,Apparel,487.12,6424.48,98.12,Government,CUST-05702,Clear,Medium
SHP-2024-0122276,2024-03-17,2024-03-24,,,,,Chicago,IL,Central,Kansas City,MO,Central,RT-0066,2806,WH-002,Dallas,TX,DHL,Ground,Food & Beverage,102.41,12180.39,39.4,B2B,CUST-00250,Clear,Severe
SHP-2024-0214268,2024-02-07,2024-02-14,,,,,New York,NY,East,Chicago,IL,Central,RT-0139,939,WH-009,Minneapolis,MN,UPS,Standard,Food & Beverage,37.4,13421.04,15.13,Government,CUST-03625,Clear,
SHP-2022-0056293,2022-12-05,2022-12-15,,,,,Hartford,CT,East,Kansas City,MO,Central,RT-0163,1806,WH-001,Chicago,IL,USPS,Standard,Industrial,345.28,12253.57,70.55,B2C,CUST-05268,Clear,Low
SHP-2021-0357873,2021-01-16,2021-01-20,,,,,Detroit,MI,Central,Baltimore,MD,East,RT-0200,1995,WH-010,Phoenix,AZ,UPS,Ground,Electronics,332.44,14571.5,93.52,B2C,CUST-06274,Clear,Medium
SHP-2024-0087391,2024-03-27,2024-04-06,,,,,Detroit,MI,Central,Baltimore,MD,East,RT-0098,2068,WH-009,Minneapolis,MN,DHL,Standard,Furniture,494.9,10674.71,46.72,B2B,CUST-03776,Fog,High
SHP-2022-0158593,2022-08-21,2022-08-29,,,,,Chicago,IL,Central,Seattle,WA,West,RT-0111,667,WH-006,Seattle,WA,FedEx,Standard,Industrial,42.24,13095.86,38.4,B2C,CUST-05674,Snow,Medium
SHP-2022-0098870,2022-01-06,2022-01-13,,,,,Los Angeles,CA,West,Boston,MA,East,RT-0167,1142,WH-009,Minneapolis,MN,UPS,Ground,Automotive,351.21,3281.79,84.37,B2B,CUST-06298,Clear,Low
SHP-2023-0004860,2023-12-19,2023-12-27,,,,,Chicago,IL,Central,Atlanta,GA,South,RT-0131,2552,WH-003,Los Angeles,CA,OnTrac,Standard,Furniture,411.1,2115.37,88.24,Government,CUST-06088,Clear,Low
SHP-2021-0229007,2021-07-06,2021-07-09,,,,,New York,NY,East,Baltimore,MD,East,RT-0116,640,WH-004,New York,NY,UPS,Express,Industrial,486.2,1992.96,259.92,Government,CUST-04321,Snow,
SHP-2021-0181422,2021-02-05,2021-02-08,,,,,Portland,OR,West,Philadelphia,PA,East,RT-0094,546,WH-006,Seattle,WA,USPS,Express,Electronics,305.0,6155.71,130.88,B2B,CUST-04779,Rain,Low
SHP-2023-0354548,2023-06-29,2023-07-03,,,,,Nashville,TN,South,Atlanta,GA,South,RT-0093,2677,WH-003,Los Angeles,CA,OnTrac,Ground,Industrial,324.08,174.3,69.58,B2C,CUST-06936,Clear,Medium
SHP-2021-0420610,2021-08-22,2021-08-27,,,,,Dallas,TX,South,San Francisco,CA,West,RT-0119,1619,WH-001,Chicago,IL,UPS,Ground,Apparel,315.92,12459.86,109.17,B2C,CUST-05781,Clear,
SHP-2022-0384796,2022-03-29,2022-03-31,,,,,Dallas,TX,South,Detroit,MI,Central,RT-0196,1615,WH-001,Chicago,IL,OnTrac,Air,Apparel,130.55,9026.96,139.57,B2C,CUST-04210,Clear,Medium
SHP-2021-0268464,2021-09-19,2021-09-20,,,,,Nashville,TN,South,Boston,MA,East,RT-0191,2803,WH-004,New York,NY,DHL,Air,Automotive,138.29,377.73,215.74,B2B,CUST-07740,Clear,Medium
SHP-2021-0340671,2021-12-11,2021-12-14,,,,,New York,NY,East,Indianapolis,IN,Central,RT-0064,1386,WH-005,Atlanta,GA,DHL,Express,Automotive,146.22,13077.88,78.7,B2B,CUST-04708,Fog,Medium
SHP-2021-0123426,2021-04-17,2021-04-25,,,,,Miami,FL,South,Chicago,IL,Central,RT-0098,2494,WH-005,Atlanta,GA,FedEx,Standard,Industrial,475.99,2810.1,64.02,B2B,CUST-00650,Rain,Medium
SHP-2023-0208899,2023-02-15,2023-02-18,,,,,Newark,NJ,East,Columbus,OH,Central,RT-0197,1369,WH-004,New York,NY,USPS,Express,Food & Beverage,173.6,4792.39,132.3,B2B,CUST-02126,Clear,Low
SHP-2023-0013287,2023-07-12,2023-07-19,,,,,Dallas,TX,South,Los Angeles,CA,West,RT-0054,2827,WH-009,Minneapolis,MN,FedEx,Ground,Electronics,397.76,6006.02,112.34,B2B,CUST-01177,Clear,Medium
SHP-2024-0220831,2024-02-01,2024-02-07,,,,,Newark,NJ,East,Columbus,OH,Central,RT-0091,554,WH-006,Seattle,WA,FedEx,Ground,Apparel,327.33,635.95,73.92,B2B,CUST-07155,Clear,High
SHP-2023-0238978,2023-09-05,2023-09-13,,,,,Boston,MA,East,Houston,TX,South,RT-0101,2172,WH-009,Minneapolis,MN,USPS,Standard,Automotive,382.17,8267.54,70.17,B2B,CUST-03094,Fog,High
SHP-2024-0169803,2024-10-21,2024-10-26,,,,,Seattle,WA,West,Dallas,TX,South,RT-0118,421,WH-008,Houston,TX,FedEx,Ground,Electronics,307.63,1880.44,41.71,B2B,CUST-04269,Clear,Severe
SHP-2021-0119345,2021-08-28,2021-09-01,,,,,Phoenix,AZ,West,Nashville,TN,South,RT-0125,1238,WH-004,New York,NY,FedEx,Ground,Electronics,276.41,1470.81,122.34,B2C,CUST-02717,Clear,Severe
SHP-2021-0260216,2021-08-18,2021-08-26,,,,,Newark,NJ,East,Seattle,WA,West,RT-0025,1666,WH-010,Phoenix,AZ,FedEx,Standard,Food & Beverage,436.15,3238.59,111.68,B2B,CUST-00236,Clear,High
SHP-2022-0255142,2022-03-31,2022-04-02,,,,,Hartford,CT,East,Portland,OR,West,RT-0079,2702,WH-008,Houston,TX,FedEx,Express,Apparel,242.73,14710.5,242.18,B2B,CUST-02509,Clear,Severe
SHP-2023-0419562,2023-09-07,2023-09-08,,,,,New York,NY,East,Boston,MA,East,RT-0094,2021,WH-005,Atlanta,GA,USPS,Air,Furniture,329.41,6120.12,365.81,B2C,CUST-03723,Clear,Low
SHP-2023-0030222,2023-07-10,2023-07-16,,,,,Hartford,CT,East,Boston,MA,East,RT-0093,2731,WH-009,Minneapolis,MN,UPS,Ground,Pharmaceuticals,266.62,13842.78,42.49,B2B,CUST-02310,Rain,Low
SHP-2022-0404852,2022-08-09,2022-08-16,,,,,Boston,MA,East,Portland,OR,West,RT-0182,2621,WH-006,Seattle,WA,USPS,Standard,Industrial,218.58,11991.94,60.0,B2C,CUST-07301,Clear,High
SHP-2021-0054742,2021-11-30,2021-12-07,,,,,Portland,OR,West,Seattle,WA,West,RT-0170,2378,WH-001,Chicago,IL,UPS,Standard,Electronics,495.08,10724.94,123.85,B2B,CUST-04594,,Low
SHP-2022-0052260,2022-02-24,2022-03-03,,,,,Chicago,IL,Central,Hartford,CT,East,RT-0064,1460,WH-002,Dallas,TX,FedEx,Ground,Electronics,362.34,8856.64,65.52,Government,CUST-00127,Fog,High
SHP-2023-0290196,2023-08-28,2023-08-31,,,,,Newark,NJ,East,Atlanta,GA,South,RT-0093,726,WH-008,Houston,TX,FedEx,Express,Apparel,14.19,14452.26,72.28,B2B,CUST-01145,Clear,Low
SHP-2024-0038343,2024-05-03,2024-05-08,,,,,Chicago,IL,Central,Portland,OR,West,RT-0045,109,WH-007,Philadelphia,PA,UPS,Ground,Electronics,332.64,7534.1,65.98,B2B,CUST-06330,,Medium
SHP-2021-0066313,2021-12-14,2021-12-21,,,,,New York,NY,East,Nashville,TN,South,RT-0123,1621,WH-007,Philadelphia,PA,FedEx,Ground,Industrial,390.52,2651.86,125.33,B2C,CUST-01177,Clear,Low
SHP-2024-0145654,2024-03-03,2024-03-11,,,,,Detroit,MI,Central,Las Vegas,NV,West,RT-0109,259,WH-008,Houston,TX,FedEx,Standard,Pharmaceuticals,357.37,1629.78,98.89,B2B,CUST-02483,Rain,Medium
SHP-2022-0108528,2022-03-23,2022-03-29,,,,,New York,NY,East,Detroit,MI,Central,RT-0124,1050,WH-002,Dallas,TX,USPS,Ground,Furniture,7.05,4154.19,55.66,B2C,CUST-04536,Clear,Medium
SHP-2021-0446867,2021-11-28,2021-12-03,,,,,Seattle,WA,West,Dallas,TX,South,RT-0075,200,WH-001,Chicago,IL,USPS,Ground,Apparel,217.41,8028.08,50.46,Government,CUST-03920,Snow,Low
SHP-2021-0181026,2021-08-29,2021-08-30,,,,,Philadelphia,PA,East,Seattle,WA,West,RT-0043,2652,WH-009,Minneapolis,MN,UPS,Air,Automotive,140.93,7787.76,210.0,B2C,CUST-06927,Clear,Severe
SHP-2024-0005089,2024-03-07,2024-03-09,,,,,Boston,MA,East,Las Vegas,NV,West,RT-0084,2362,WH-010,Phoenix,AZ,DHL,Express,Furniture,232.82,6387.35,201.1,B2C,CUST-02419,Fog,Medium
SHP-2023-0430050,2023-08-13,2023-08-14,,,,,Detroit,MI,Central,Los Angeles,CA,West,RT-0172,1583,WH-008,Houston,TX,UPS,Air,Electronics,80.02,1250.54,177.33,B2C,CUST-06262,Rain,Low
SHP-2021-0275525,2021-11-04,2021-11-11,,,,,Kansas City,MO,Central,Miami,FL,South,RT-0115,1329,WH-004,New York,NY,USPS,Ground,Food & Beverage,387.96,3642.36,53.79,B2B,CUST-05083,Clear,
SHP-2021-0164918,2021-08-06,2021-08-13,,,,,Los Angeles,CA,West,Seattle,WA,West,RT-0116,502,WH-003,Los Angeles,CA,DHL,Ground,Electronics,334.62,6162.74,111.0,B2B,CUST-03335,Rain,Low
SHP-2022-0315337,2022-08-08,2022-08-15,,,,,Portland,OR,West,Hartford,CT,East,RT-0091,2156,WH-003,Los Angeles,CA,FedEx,Ground,Electronics,179.62,8126.34,46.94,B2C,CUST-00250,Snow,Medium
SHP-2022-0320870,2022-12-06,2022-12-08,,,,,Newark,NJ,East,New York,NY,East,RT-0150,325,WH-006,Seattle,WA,USPS,Air,Food & Beverage,458.25,6089.09,638.53,B2B,CUST-04645,Clear,Severe
SHP-2023-0402965,2023-07-14,2023-07-20,,,,,Las Vegas,NV,West,Seattle,WA,West,RT-0032,2514,WH-005,Atlanta,GA,USPS,Ground,Pharmaceuticals,452.6,5289.46,66.88,B2C,CUST-01897,Clear,Medium
SHP-2023-0224336,2023-04-22,2023-04-24,,,,,Miami,FL,South,Houston,TX,South,RT-0014,2411,WH-003,Los Angeles,CA,DHL,Air,Automotive,216.3,6309.26,369.39,B2B,CUST-02103,Rain,
SHP-2023-0449013,2023-05-20,2023-05-30,,,,,Chicago,IL,Central,Miami,FL,South,RT-0155,2339,WH-003,Los Angeles,CA,UPS,Standard,Electronics,325.4,11278.36,50.04,B2B,CUST-07871,Clear,Medium
SHP-2023-0314652,2023-07-10,2023-07-12,,,,,Philadelphia,PA,East,Baltimore,MD,East,RT-0018,992,WH-001,Chicago,IL,OnTrac,Express,Automotive,440.44,2045.08,251.58,B2C,CUST-05930,Rain,Medium
SHP-2021-0058110,2021-09-19,2021-09-26,,,,,Portland,OR,West,Los Angeles,CA,West,RT-0044,647,WH-006,Seattle,WA,USPS,Ground,Pharmaceuticals,288.38,10460.01,47.68,B2C,CUST-05738,Clear,Medium
SHP-2021-0179207,2021-01-30,2021-02-01,,,,,Baltimore,MD,East,San Francisco,CA,West,RT-0007,735,WH-009,Minneapolis,MN,UPS,Express,Apparel,115.82,7200.82,90.02,Government,CUST-05592,Fog,Medium
SHP-2024-0185915,2024-11-22,2024-11-29,,,,,Chicago,IL,Central,Philadelphia,PA,East,RT-0049,1875,WH-006,Seattle,WA,OnTrac,Standard,Apparel,40.39,8546.93,21.32,B2C,CUST-05053,Clear,High
SHP-2021-0172898,2021-12-24,2021-12-28,,,,,Nashville,TN,South,Indianapolis,IN,Central,RT-0048,690,WH-004,New York,NY,UPS,Ground,Automotive,344.1,1605.02,116.34,B2C,CUST-02763,Rain,Medium
SHP-2021-0119721,2021-01-13,2021-01-17,,,,,Newark,NJ,East,Boston,MA,East,RT-0057,2129,WH-010,Phoenix,AZ,USPS,Ground,Furniture,415.65,7972.17,141.35,B2B,CUST-01045,Clear,Low
SHP-2024-0258650,2024-11-02,2024-11-03,,,,,Baltimore,MD,East,Miami,FL,South,RT-0054,1283,WH-001,Chicago,IL,USPS,Air,Food & Beverage,286.33,8644.17,394.1,B2B,CUST-07923,Snow,Low
SHP-2021-0032694,2021-07-05,2021-07-09,,,,,Atlanta,GA,South,Miami,FL,South,RT-0106,2112,WH-004,New York,NY,FedEx,Ground,Electronics,489.11,11919.79,165.81,B2B,CUST-02334,Storm,High
SHP-2024-0172742,2024-01-23,2024-02-01,,,,,Boston,MA,East,Portland,OR,West,RT-0097,2885,WH-002,Dallas,TX,OnTrac,Standard,Apparel,387.19,13629.77,61.74,B2B,CUST-06107,Rain,High
SHP-2023-0194672,2023-03-21,2023-03-26,,,,,Detroit,MI,Central,New York,NY,East,RT-0064,1368,WH-002,Dallas,TX,UPS,Standard,Electronics,260.94,8873.82,25.12,B2B,CUST-07273,Rain,Severe
SHP-2022-0012473,2022-12-06,2022-12-08,,,,,New York,NY,East,Boston,MA,East,RT-0079,1677,WH-010,Phoenix,AZ,OnTrac,Air,Pharmaceuticals,491.68,9294.32,680.73,B2C,CUST-00843,Fog,High
SHP-2021-0429121,2021-02-18,2021-02-25,,,,,Portland,OR,West,San Francisco,CA,West,RT-0157,2554,WH-010,Phoenix,AZ,UPS,Standard,Electronics,373.62,14513.42,63.19,B2B,CUST-06908,Snow,Low
SHP-2022-0144245,2022-05-29,2022-06-08,,,,,Minneapolis,MN,Central,Las Vegas,NV,West,RT-0050,2883,WH-004,New York,NY,UPS,Standard,Pharmaceuticals,364.28,14024.73,35.1,B2B,CUST-00498,Clear,Medium
SHP-2021-0416638,2021-08-19,2021-08-23,,,,,Las Vegas,NV,West,Phoenix,AZ,West,RT-0127,370,WH-010,Phoenix,AZ,USPS,Ground,Automotive,458.41,13909.44,70.33,B2C,CUST-02570,Fog,High
SHP-2022-0149353,2022-08-09,2022-08-12,,,,,Boston,MA,East,Houston,TX,South,RT-0179,801,WH-006,Seattle,WA,UPS,Express,Automotive,40.69,5099.14,78.64,B2B,CUST-03486,Clear,High
SHP-2021-0070488,2021-02-18,2021-02-20,,,,,Philadelphia,PA,East,Los Angeles,CA,West,RT-0146,1527,WH-001,Chicago,IL,FedEx,Express,Electronics,103.74,3885.75,111.01,Government,CUST-04956,Clear,Low
SHP-2024-0434107,2024-11-12,2024-11-14,,,,,Minneapolis,MN,Central,Kansas City,MO,Central,RT-0176,1130,WH-005,Atlanta,GA,FedEx,Air,Furniture,484.06,5568.14,710.06,B2C,CUST-05764,Clear,Medium
SHP-2024-0215171,2024-01-30,2024-02-06,,,,,Detroit,MI,Central,New York,NY,East,RT-0078,2672,WH-006,Seattle,WA,FedEx,Ground,Electronics,314.21,4443.18,61.7,B2B,CUST-02601,Fog,High
SHP-2023-0322639,2023-11-25,2023-12-01,,,,,Charlotte,NC,South,Boston,MA,East,RT-0016,2178,WH-006,Seattle,WA,DHL,Standard,Apparel,294.88,11748.49,49.24,B2C,CUST-04366,Clear,Medium
SHP-2023-0202203,2023-07-04,2023-07-11,,,,,Detroit,MI,Central,New York,NY,East,RT-0196,931,WH-004,New York,NY,DHL,Ground,Automotive,65.42,7190.39,52.03,Government,CUST-02029,Clear,Severe
SHP-2023-0272980,2023-05-18,2023-05-20,,,,,New York,NY,East,Seattle,WA,West,RT-0049,1598,WH-007,Philadelphia,PA,FedEx,Air,Pharmaceuticals,110.67,8166.96,174.1,B2C,CUST-06343,Storm,High
SHP-2023-0170248,2023-04-10,2023-04-14,,,,,Kansas City,MO,Central,Columbus,OH,Central,RT-0150,1529,WH-002,Dallas,TX,UPS,Ground,Pharmaceuticals,23.74,7569.4,24.58,Government,CUST-03165,Snow,High
SHP-2022-0155525,2022-03-03,2022-03-05,,,,,Seattle,WA,West,Nashville,TN,South,RT-0085,1275,WH-004,New York,NY,FedEx,Air,Automotive,260.31,5331.88,285.54,Government,CUST-00770,Clear,High
SHP-2022-0151552,2022-12-31,2023-01-04,,,,,Newark,NJ,East,Las Vegas,NV,West,RT-0165,1572,WH-004,New York,NY,USPS,Ground,Furniture,364.37,11187.34,124.09,B2C,CUST-04421,Fog,
SHP-2023-0423697,2023-03-29,2023-04-08,,,,,New York,NY,East,Phoenix,AZ,West,RT-0145,2146,WH-009,Minneapolis,MN,USPS,Standard,Food & Beverage,491.91,12508.37,45.77,B2C,CUST-04092,Rain,High
SHP-2021-0215637,2021-03-26,2021-04-01,,,,,San Francisco,CA,West,New York,NY,East,RT-0090,2802,WH-010,Phoenix,AZ,FedEx,Ground,Apparel,95.95,2920.5,42.31,B2C,CUST-04898,Snow,High
SHP-2023-0371467,2023-11-12,2023-11-20,,,,,New York,NY,East,San Francisco,CA,West,RT-0006,276,WH-003,Los Angeles,CA,FedEx,Standard,Furniture,479.73,510.51,107.52,Government,CUST-01228,,Medium
SHP-2021-0301252,2021-11-07,2021-11-13,,,,,Seattle,WA,West,Houston,TX,South,RT-0082,2452,WH-009,Minneapolis,MN,FedEx,Ground,Medical Supplies,114.01,3833.74,44.29,B2C,CUST-04190,,Medium
SHP-2023-0173760,2023-11-22,2023-11-26,,,,,Newark,NJ,East,Las Vegas,NV,West,RT-0017,1012,WH-010,Phoenix,AZ,OnTrac,Ground,Industrial,460.66,14134.09,126.51,B2C,CUST-04190,Storm,Medium
SHP-2022-0257756,2022-02-23,2022-03-01,,,,,Indianapolis,IN,Central,San Francisco,CA,West,RT-0055,2076,WH-003,Los Angeles,CA,USPS,Ground,Electronics,264.09,5574.33,84.97,B2B,CUST-03844,Rain,Medium
SHP-2021-0441582,2021-08-18,2021-08-24,,,,,San Francisco,CA,West,Baltimore,MD,East,RT-0065,1119,WH-004,New York,NY,UPS,Ground,Electronics,295.05,6629.01,71.04,B2B,CUST-00261,Fog,High
SHP-2023-0034521,2023-04-03,2023-04-08,,,,,Los Angeles,CA,West,Seattle,WA,West,RT-0009,729,WH-007,Philadelphia,PA,FedEx,Ground,Food & Beverage,375.66,13098.93,85.79,B2C,CUST-06563,Clear,Low
SHP-2023-0373363,2023-03-09,2023-03-14,,,,,Indianapolis,IN,Central,Nashville,TN,South,RT-0169,2597,WH-007,Philadelphia,PA,FedEx,Standard,Food & Beverage,49.38,11627.19,41.8,B2C,CUST-07551,Clear,Medium
SHP-2024-0272711,2024-06-06,2024-06-07,,,,,Hartford,CT,East,Atlanta,GA,South,RT-0183,2991,WH-009,Minneapolis,MN,UPS,Air,Electronics,379.46,4958.58,558.14,Government,CUST-04523,Clear,Low
SHP-2021-0290502,2021-06-18,2021-06-23,,,,,Dallas,TX,South,Houston,TX,South,RT-0056,441,WH-001,Chicago,IL,UPS,Standard,Food & Beverage,190.32,9477.64,75.61,B2B,CUST-05199,Fog,Medium
SHP-2022-0352453,2022-07-11,2022-07-17,,,,,Houston,TX,South,San Francisco,CA,West,RT-0097,238,WH-010,Phoenix,AZ,USPS,Standard,Electronics,231.31,11269.74,74.04,B2B,CUST-05970,Clear,High
SHP-2024-0386103,2024-08-05,2024-08-08,,,,,Las Vegas,NV,West,San Francisco,CA,West,RT-0063,2024,WH-008,Houston,TX,UPS,Express,Furniture,177.49,14347.74,220.94,B2C,CUST-00427,Clear,Medium
SHP-2023-0217398,2023-10-16,2023-10-22,,,,,Miami,FL,South,Nashville,TN,South,RT-0028,2840,WH-002,Dallas,TX,UPS,Standard,Automotive,230.89,9050.29,75.59,B2C,CUST-02719,Rain,Severe
SHP-2023-0000148,2023-02-06,2023-02-09,,,,,New York,NY,East,Boston,MA,East,RT-0071,1034,WH-005,Atlanta,GA,DHL,Express,Furniture,355.69,13387.76,187.29,B2B,CUST-06271,Snow,Medium
SHP-2021-0200223,2021-01-02,2021-01-08,,,,,Minneapolis,MN,Central,Baltimore,MD,East,RT-0047,158,WH-004,New York,NY,FedEx,Standard,Automotive,191.54,6761.05,48.51,B2B,CUST-07724,Snow,Low
SHP-2024-0443474,2024-05-29,2024-05-31,,,,,Baltimore,MD,East,Nashville,TN,South,RT-0071,1231,WH-006,Seattle,WA,FedEx,Air,Automotive,479.81,10937.67,402.68,B2B,CUST-07423,Clear,Low
SHP-2023-0129381,2023-02-11,2023-02-15,,,,,Minneapolis,MN,Central,Miami,FL,South,RT-0073,1286,WH-007,Philadelphia,PA,FedEx,Ground,Pharmaceuticals,421.88,13634.38,112.01,B2C,CUST-00800,Fog,Medium
SHP-2022-0323434,2022-06-13,2022-06-20,,,,,Boston,MA,East,Indianapolis,IN,Central,RT-0198,1348,WH-006,Seattle,WA,OnTrac,Ground,Apparel,261.47,12194.26,122.67,B2C,CUST-07079,Rain,High
SHP-2024-0068181,2024-04-18,2024-04-25,,,,,Los Angeles,CA,West,Newark,NJ,East,RT-0076,1653,WH-002,Dallas,TX,USPS,Standard,Food & Beverage,427.58,1880.67,54.06,B2C,CUST-03460,Clear,Medium
SHP-2024-0161169,2024-12-24,2024-12-29,,,,,New York,NY,East,Miami,FL,South,RT-0173,181,WH-007,Philadelphia,PA,USPS,Standard,Electronics,305.42,12837.35,63.8,B2B,CUST-04840,Clear,Medium
SHP-2021-0023378,2021-05-29,2021-05-31,,,,,Chicago,IL,Central,Charlotte,NC,South,RT-0077,2017,WH-004,New York,NY,UPS,Express,Electronics,328.98,12328.19,277.99,B2B,CUST-06651,Clear,Medium
SHP-2024-0252391,2024-10-07,2024-10-13,,,,,Baltimore,MD,East,Los Angeles,CA,West,RT-0084,2009,WH-008,Houston,TX,UPS,Ground,Furniture,25.01,3922.69,49.08,B2B,CUST-06768,Clear,High
SHP-2021-0250231,2021-01-10,2021-01-15,,,,,Philadelphia,PA,East,Chicago,IL,Central,RT-0104,847,WH-010,Phoenix,AZ,USPS,Ground,Food & Beverage,332.23,4434.53,57.55,B2B,CUST-01366,Clear,Low
SHP-2024-0098520,2024-12-08,2024-12-09,,,,,Nashville,TN,South,Phoenix,AZ,West,RT-0054,1225,WH-009,Minneapolis,MN,USPS,Air,Apparel,204.28,12849.45,246.55,B2C,CUST-04636,Clear,Low
SHP-2022-0120372,2022-08-22,2022-08-25,,,,,Hartford,CT,East,Las Vegas,NV,West,RT-0039,243,WH-010,Phoenix,AZ,FedEx,Express,Automotive,379.66,3830.25,159.38,B2C,CUST-02718,Storm,Severe
SHP-2021-0089495,2021-10-27,2021-10-29,,,,,Indianapolis,IN,Central,Chicago,IL,Central,RT-0171,1203,WH-007,Philadelphia,PA,DHL,Air,Industrial,174.04,13901.85,239.12,B2C,CUST-02157,Clear,Severe
SHP-2021-0400238,2021-04-19,2021-04-21,,,,,Kansas City,MO,Central,Newark,NJ,East,RT-0193,1096,WH-001,Chicago,IL,UPS,Express,Furniture,459.23,7381.56,238.31,B2C,CUST-05312,Rain,Medium
SHP-2023-0097935,2023-12-15,2023-12-20,,,,,Los Angeles,CA,West,Chicago,IL,Central,RT-0047,2835,WH-004,New York,NY,USPS,Ground,Apparel,1.7,12741.36,40.49,B2C,CUST-07652,Rain,Low
SHP-2021-0174113,2021-05-06,2021-05-11,,,,,San Francisco,CA,West,Miami,FL,South,RT-0111,514,WH-009,Minneapolis,MN,OnTrac,Ground,Industrial,330.45,13365.84,113.39,B2C,CUST-07387,Rain,High
